FALSE,pair_id,topic,tagabawa,cebuano,filipino,english,,notes
FALSE,P828,counting,kuwatru,kwatro,kuwatro,four,,auto-split from slash values
FALSE,P829,counting,lima,lima,lima,five,,auto-split from slash values
FALSE,P830,counting,singku,singko,singko,five,,auto-split from slash values
FALSE,P831,counting,ánnám,unum,anim,six,,auto-split from slash values
FALSE,P832,counting,sayis,seis,seis,six,,auto-split from slash values
FALSE,P833,counting,pittu,pito,pito,seve,,auto-split from slash values
FALSE,P834,counting,siti,syete,siyete,seven,,auto-split from slash values
FALSE,P835,counting,walu,walo,walo,eight ,,auto-split from slash values
FALSE,P836,counting,utsu,otso,otso,eight,,auto-split from slash values
FALSE,P837,counting,siyó,siyam,siyam,ninety,,auto-split from slash values
FALSE,P838,counting,nuwibi,nwebe,nuwebe,nine,,auto-split from slash values
FALSE,P839,counting,sapulù,napulo,sampu,ten,,auto-split from slash values
FALSE,P840,counting,dyis,dyes,diyes,ten,,auto-split from slash values
FALSE,P841,counting,duwa pulù,kaluhaan,dalawampu,twenty,,auto-split from slash values
FALSE,P842,counting,bayinti,baynte,beinte,twenty,,auto-split from slash values
FALSE,P843,counting,tállu pulù,katloan,tatlumpu,thirty,,auto-split from slash values
FALSE,P844,counting,trayinta,treynta,treinta,thirty,,auto-split from slash values
FALSE,P845,counting,kappatan,kap-atan,apatnapu,forty,,auto-split from slash values
FALSE,P846,counting,kwarénta,kwarenta,kuwarenta,forty,,auto-split from slash values
FALSE,P847,counting,kaliman,kalim-an,limampu,fifty,,auto-split from slash values
FALSE,P848,counting,singkuwinta,singkwenta,singkwenta,fifty,,auto-split from slash values
FALSE,P849,counting,kannámman,kan-uman,animnapu,sixty,,auto-split from slash values
FALSE,P850,counting,saysinta,saysenta,sesenta,sixty,,auto-split from slash values
FALSE,P851,counting,kapittuwan,kapitoan,pitumpu,seventy,,auto-split from slash values
FALSE,P852,counting,sitinta,setenta,setenta,seventy,,auto-split from slash values
FALSE,P853,counting,kawaluwan,kawaloan,walumpu,eighty,,auto-split from slash values
FALSE,P854,counting,utsinta,otsenta,otsenta,eighty,,auto-split from slash values
FALSE,P855,counting,kasiyawan,kasiyaman,siyamnapu,ninety,,auto-split from slash values
FALSE,P856,counting,nubinta,nobenta,nobenta,ninety,,auto-split from slash values
FALSE,P857,counting,sábbad gatus,usa ka gatus,isang daan,one hundred,,auto-split from slash values
FALSE,P858,counting,siyintu,syento,siyento,one hundred,,auto-split from slash values
FALSE,P859,counting,sábbad mararan,usa ka libo,isang libo,one thousand,,auto-split from slash values
FALSE,P860,counting,mil,mil,mil,one thousand,,auto-split from slash values
FALSE,P861,counting,una,una,una,first,,auto-split from slash values
FALSE,P862,counting,tagnà,una,una,first,,auto-split from slash values
FALSE,P863,counting,ikaduwa,ikaduha,ikalawa,second,,
FALSE,P864,counting,ikatállu,ikatulo,ikatlo,third,,
FALSE,P865,counting,ikappat,ikaupat,ikaapat,fourth,,
FALSE,P866,counting,tagsábbaddé,kausa,minsan,once,,
FALSE,P867,counting,tagsábbaddé,panagsa,bihira,"seldom, rarely, infrequently",,
FALSE,P868,counting,tagsábbaddé dád,usahay lang,paminsan-minsan lang,once-in-awhile,,
FALSE,P869,counting,tagsábbadsábbad,tagsa-tagsa,isa-isa,each one,,auto-split from slash values
FALSE,P870,counting,tagsábbadsábbad,tagsa-tagsa,isa-isa,one by one,,auto-split from slash values
FALSE,P871,counting,duwán dád timpu,usahay,pagkaminsan,sometimes,,auto-split from slash values
FALSE,P872,counting,duwán dád timpu,usahay,kung-minsan,sometimes,,auto-split from slash values
FALSE,P873,counting,ikaduwa dán,nakaduha na,dalawang beses,twice,,
FALSE,P874,counting,ikatállu dán,nakatulo na,tatlong beses,three times,,
FALSE,P875,counting,ikappat dán,nakaupat na,apat na beses,four times,,
FALSE,P876,counting,ikalima dán,nakalima na,limang beses,five times,,
FALSE,P877,counting,marag,permi,palagi,always,,manual check: slash values
FALSE,P878,,marag,kanunay,palagi, consistently,,
FALSE,P879,counting,marikit,subsub,madalas,frequently,,auto-split from slash values
FALSE,P880,counting,marikit,sagunsun,malimit,often,,auto-split from slash values
FALSE,P881,counting,inalayun,pirmamente,lagi,always,,auto-split from slash values
FALSE,P882,counting,inalayun,pirmamente,lagi,permanently,,auto-split from slash values
FALSE,P883,,Mannanap,Mga hayop,Mga hayop,Animals,,
FALSE,P884,animals,asu,iro,aso,dog,,
FALSE,P885,animals,ámbó,ilaga,daga,mouse,,auto-split from slash values
FALSE,P886,animals,ámbó,ilaga,daga,rat,,auto-split from slash values
FALSE,P887,animals,áppuy,bitin,ahas,snake,,
FALSE,P888,animals,babuy,baboy,baboy,pig,,
FALSE,P889,animals,babuy ta mabánnás,baboy ihalas,baboy damo,wild pig,,
FALSE,P890,animals,baka,baka,baka,cow,,
FALSE,P891,animals,bakbak,baki,palaka,frog,,
FALSE,P892,animals,buwaya,buaya,buwaya,crocodile,,
FALSE,P893,animals,gansà,gansa,gansa,goose,,
FALSE,P894,animals,guyà,nati,guya,calf,,manual check: slash values
FALSE,P895,animals,guyà,nati,bisiro,calf,,
FALSE,P896,animals,guyà,nati,bulo,calf,,
FALSE,P897,animals,ibid,ibid,bayawak,iguana lizard,,
FALSE,P898,animals,kabág,kabog,paniki,large bat,,
FALSE,P899,animals,kambing,kanding,kambing,goat,,
FALSE,P900,animals,karabó,karabaw,kalabaw,carabao,,
FALSE,P901,animals,kósét,kulaknit,kabag,small bat,,auto-split from slash values
FALSE,P902,animals,kósét,kuwaknit,kabag,small bat,,auto-split from slash values
FALSE,P903,animals,kudà,kabayo,kabayo,horse,,
FALSE,P904,animals,lumansad,sunoy,tandang,rooster,,
FALSE,P905,animals,lutung,unggoy,"matsing, unggoy",monkey,,
FALSE,P906,animals,manuk,manok,manok,chicken,,
FALSE,P907,animals,marán,himungaan,inahing manok,hen,,
FALSE,P908,animals,méngkô,iring,pusa,cat,,
FALSE,P909,animals,nati,nati,bisiro,colt,,
FALSE,P910,animals,palas,halo,bayawak,agamid lizard,,
FALSE,P911,animals,patu,pato,pato,duck,,auto-split from slash values
FALSE,P912,animals,bibi,pato,pato,duck,,auto-split from slash values
FALSE,P913,animals,pawikan,pawikan,pawikan,large sea turtle,,
FALSE,P914,animals,pánnu,bao,pagong,small turtle,,
FALSE,P915,animals,pispis,kuting,kuting,kitten,,
FALSE,P916,animals,piyak,piso,sisiw,chick,,
FALSE,P917,animals,susù,suso,suso,river snail,,
FALSE,P918,animals,takkê,takkê,tuko,gecko,,
FALSE,P919,animals,tákták,tiki,butiki,house lizard,,
FALSE,P920,animals,titù,itoy,tuta,puppy,,
FALSE,P921,animals,usa,binaw,usa,deer,,auto-split from slash values
FALSE,P922,animals,saladáng,usa,usa,deer,,auto-split from slash values
FALSE,P923,,Manuk tut kayun ,Langgam,Ibon,Birds,,
FALSE,P924,birds,bakaka,tikarol,kasaykasay,kingfisher,,auto-split from slash values
FALSE,P925,birds,bakaka,tingkarol,kasaykasay,kingfisher,,auto-split from slash values
FALSE,P926,birds,balansagan,balalatok,karpintero,crimson-backed woodpecker,,
FALSE,P927,birds,banug,agila,agila,eagle,,
FALSE,P928,birds,bigsil,bangkiyod,pipit,wagtail,,
FALSE,P929,birds,kalibasbas,sayaw,layanglayang,swift,,
FALSE,P930,birds,kalusisi,piriko,loro,parrot,,
FALSE,P931,birds,kalyawa,kalaw,kalaw,hornbill,,
FALSE,P932,birds,kapi,banog,lawin,chicken hawk,,
FALSE,P933,birds,kulagu,ngiwngiw,kuwago,owl,,
FALSE,P934,birds,limukán,alimukon,kulukulo,dove,,
FALSE,P935,birds,maya,maya,maya,ricebird,,auto-split from slash values
FALSE,P936,birds,maya,maya,maya,chestnut mannikin,,auto-split from slash values
FALSE,P937,birds,pitó,pitao,pugong parang,quail,,
FALSE,P938,birds,pitpit,tamsi,pipit-puso,sunbird,,
FALSE,P939,birds,salapati,salapati,kalapati,pigeon,,auto-split from slash values
FALSE,P940,birds,salapati,salampati,kalapati,pigeon,,auto-split from slash values
FALSE,P941,birds,tugkálling,sal-ing,koleto,coleto,,auto-split from slash values
FALSE,P942,birds,tugkálling,iling,koleto,starling,,auto-split from slash values
FALSE,P943,birds,tularubung,talabong,tagak,snowy egret,,
FALSE,P944,birds,tuliyó,antulihaw,kuliyawan,oriole,,auto-split from slash values
FALSE,P945,birds,tuliyó,antulihaw,tulihao,oriole,,auto-split from slash values
FALSE,P946,birds,uwak,uwak,uwak,raven,,
FALSE,P947,,Mga ulád,Mananap,Mga insekto,Insects,,
FALSE,P948,,Mga ulád,Mananap,kulisap,Insects,,
FALSE,P949,insects,ané,anay,anay,termite,,
FALSE,P950,insects,apang,alisiwsiw,tipaklong,grasshopper,,
FALSE,P951,insects,apang,dulon,balang,locust,,
FALSE,P952,insects,apó,bunhok,hanip,chicken lice,,
FALSE,P953,insects,asu ka kilat,bayingbaying,sambasamba,praying mantis,,
FALSE,P954,insects,balawà,lawa,gagamba,spider,,
FALSE,P955,insects,igas,aninipot,alitaptap,firefly,,
FALSE,P956,insects,ipás,uk-uk,ipis,cockroach,,auto-split from slash values
FALSE,P957,insects,tanga,uk-uk,ipis,cockroach,,auto-split from slash values
FALSE,P958,insects,kalibangbang,alibangbang,paruparo,butterfly,,
FALSE,P959,insects,kalibangbang,anunugba,gamugamo,moth,,
FALSE,P960,insects,kataru,dakong ulod,higad,caterpillar,,
FALSE,P961,insects,kulungkulung,kuliklik,kirwe,cricket,,auto-split from slash values
FALSE,P962,insects,kulungkulung,kuliklik,kuliglig,cricket,,auto-split from slash values
FALSE,P963,insects,kutu,kuto,kuto,louse,,auto-split from slash values
FALSE,P964,insects,kutu,kuto,kuto,lice,,auto-split from slash values
FALSE,P965,insects,langó,langaw,langaw,fly,,
FALSE,P966,insects,lapinig,lampinig,putakti,small wasp,,
FALSE,P967,insects,liwati,wati,bulating-lupa,earthworm,,
FALSE,P968,insects,liyabád,labod,singsingsingsingan,millipede,,
FALSE,P969,insects,pakyukan,putyukan,pukyutan,honey bee,,
FALSE,P970,insects,palagawét lapinig,lampinig,putakti,hornet,,manual check: slash values
FALSE,P971,insects,palagawét lapinig,lampinig,putakti,wasp ,,
FALSE,P972,insects,palagawét lapinig,lampinig,putakti,yellowjacket,,
FALSE,P973,insects,tabagang,bolod,salagubang,beetle,,auto-split from slash values
FALSE,P974,insects,tabagang,bolod,uwang,beetle,,auto-split from slash values
FALSE,P975,insects,tabulág,buyog,bubuyog,bumblebee,,auto-split from slash values
FALSE,P976,insects,tababulág,buyog,bubuyog,bumblebee,,auto-split from slash values
FALSE,P977,insects,tabuuwan,tambubuan,putakti,large black wasp,,
FALSE,P978,insects,tagánnák,lamok,lamok,mosquito,,
FALSE,P979,insects,takóréng,gangis,kuliglig,cicada,,
FALSE,P980,insects,tamaing,ligwan,putakti,small wild honeybee,,auto-split from slash values
FALSE,P981,insects,tamaing,tamaing,putakti,small wild honeybee,,auto-split from slash values
FALSE,P982,insects,tapilak,uhipan,alupihan,centipede,,
FALSE,P983,insects,tarangas,alindanaw,tutubi,dragonfly,,
FALSE,P984,insects,tilla,pulgas,pulgas,flea,,
FALSE,P985,insects,tugsip,kuting,surot,bedbug,,
FALSE,P986,insects,ulád,hulmigas,langgam,ant,,
FALSE,P987,,Sáddà,Isda,Isda,Fish,,
FALSE,P988,fish,bais,kasili,igat,eel,,auto-split from slash values
FALSE,P989,fish,kasili,kasili,palos,eel,,auto-split from slash values
FALSE,P990,fish,bangus,bangus,bangus,milkfish,,
FALSE,P991,fish,barilis,barilis,tambakol,yellowfin tuna,,
FALSE,P992,fish,bulinaw,bulinaw,dilis,anchovy,,
FALSE,P993,fish,butitì,bitabita,ulu-ulo,tadpole,,auto-split from slash values
FALSE,P994,fish,butitì,botiti,ulu-ulo,tadpole,,auto-split from slash values
FALSE,P995,fish,dadang,pasayan,hipon,small shrimp,,auto-split from slash values
FALSE,P996,fish,dadang,pasayan,alamang,small shrimp,,auto-split from slash values
FALSE,P997,fish,daing,bulad,daing,dried fish,,auto-split from slash values
FALSE,P998,fish,daing,bulad,tuyo,dried fish,,auto-split from slash values
FALSE,P999,fish,ihu,ihu,pating,shark,,
FALSE,P1000,fish,karpa,karpa,karpa,carp,,
FALSE,P1001,fish,katipà,pantat,hito,freshwater catfish,,auto-split from slash values
FALSE,P1002,fish,katitu,pantat,hito,freshwater catfish,,auto-split from slash values
FALSE,P1003,fish,kayumang,piyo,alimasag,small freshwater crab,,
FALSE,P1004,fish,kayumang ka dagat,alimango,alimango,large marsh crab,,
FALSE,P1005,fish,kugita,kugita,pugita,octopus,,
FALSE,P1006,fish,lapulapu,lapulapu,lapulapu,grouper,,
FALSE,P1007,fish,lukus,nukos,pusit,squid,,
FALSE,P1008,fish,luan,haloan,dalag,mudfish,,auto-split from slash values
FALSE,P1009,fish,luan,haloan,dalag,murrel,,auto-split from slash values
FALSE,P1010,fish,mayamaya,mayamaya,mayamaya,snapper,,
FALSE,P1011,fish,sapsap,sapsap,sapsap,slipmouth,,
FALSE,P1012,fish,tamban,tamban,tamban,Indian sardine,,
FALSE,P1013,fish,tangigi,tangigi,tanigi,Spanish mackerel,,
FALSE,P1014,fish,tilapya,tilapya,tilapya,tilapia,,
FALSE,P1015,fish,tulingan,tulingan,tulingan,bonito,,auto-split from slash values
FALSE,P1016,fish,tulingan,tulingan,tulingan,tuna,,auto-split from slash values
